,Infinitiv,Präsens_ich,Präsens_ich*,Präsens_du,Präsens_du*,"Präsens_er,sie,es",Präteritum_ich,Präteritum_ich*,Partizip II,Partizip II*,Konjunktiv II_ich,Konjunktiv II_ich*,Imperativ Singular,Imperativ Singular*,Imperativ Singular 2,Imperativ Plural,Imperativ Plural*,Hilfsverb,Hilfsverb*,Bild,Bild 1,Bild 2,Bild 3,Bild 4,Infinitif
2323,abhaken,hake ab,,hakst ab,,hakt ab,hakte ab,,abgehakt,,hakte ab,,hak ab,hake ab,,hakt ab,,haben,,,,,,,cocher
2324,stiefeln,stiefle,stiefele,stiefelst,,stiefelt,stiefelte,,gestiefelt,,stiefelte,,stiefle,stiefele,,stiefelt,,sein,haben,,,,,,bottes
2325,einwerfen,werfe ein,,wirfst ein,,wirft ein,warf ein,,eingeworfen,,würfe ein,,wirf ein,,,werft ein,,haben,,,,,,,jeter
2326,erringen,erringe,,erringst,,erringt,errang,,errungen,,erränge,,erring,erringe,,erringt,,haben,,,,,,,gagner
2327,widerrufen,widerrufe,,widerrufst,,widerruft,widerrief,,widerrufen,,widerriefe,,widerrufe,,,widerruft,,haben,,,,,,,retirer
2328,abräumen,räume ab,,räumst ab,,räumt ab,räumte ab,,abgeräumt,,räumte ab,,räume ab,räum ab,,räumt ab,,haben,,,,,,,dégagez le passage
2329,austrocknen,trockne aus,,trocknest aus,,trocknet aus,trocknete aus,,ausgetrocknet,,trocknete aus,,trockne aus,,,trocknet aus,,haben,sein,,,,,,déssecher
2330,zuordnen,ordne zu,,ordnest zu,,ordnet zu,ordnete zu,,zugeordnet,,ordnete zu,,ordne zu,,,ordnet zu,,haben,,,,,,,attribuer
2331,frisieren,frisiere,,frisierst,,frisiert,frisierte,,frisiert,,frisierte,,frisiere,frisier,,frisiert,,haben,,,,,,,peigne
2332,faxen,faxe,,faxt,,faxt,faxte,,gefaxt,,faxte,,fax,faxe,,faxt,,haben,,,,,,,fax
2333,klumpen,—,,—,,klumpt,klumpte,,geklumpt,,klumpte,,—,,,—,,haben,,,,,,,touffe
2334,erdrosseln,erdrossele,,erdrosselst,,erdrosselt,erdrosselte,,erdrosselt,,erdrosselte,,erdrossle,erdrossele,,erdrosselt,,haben,,,,,,,étrangler
2335,zuschreiben,schreibe zu,,schreibst zu,,schreibt zu,schrieb zu,,zugeschrieben,,schriebe zu,,schreibe zu,schreib zu,,schreibt zu,,haben,,,,,,,attribut
2336,schwanken,schwanke,,schwankst,,schwankt,schwankte,,geschwankt,,schwankte,,schwank,schwanke,,schwankt,,sein,haben,,,,,,varier
2337,vergreifen,vergreife,,vergreifst,,vergreift,vergriff,,vergriffen,,vergriffe,,vergreif,,,vergreift,,haben,,,,,,,violer
2338,nachstellen,stelle nach,,stellst nach,,stellt nach,stellte nach,,nachgestellt,,stellte nach,,stell nach,stelle nach,,stellt nach,,haben,,,,,,,recréer
2339,umkreisen,umkreise,,umkreist,,umkreist,umkreiste,,umkreist,,umkreiste,,umkreis,umkreise,,umkreist,,haben,,Duck Duck Goose.jpg|mini|2|Zwei [[Kind]]er ''umkreisen'' eine [[Gruppe]].,,,,,cercle
2340,besänftigen,besänftige,,besänftigst,,besänftigt,besänftigte,,besänftigt,,besänftigte,,besänftige,,,besänftigt,,haben,,,,,,,apaiser
2341,freihalten,halte frei,,hältst frei,,hält frei,hielt frei,,freigehalten,,hielte frei,,halt frei,halte frei,,haltet frei,,haben,,,,,,,rester libre
2342,anwerben,werbe an,,wirbst an,,wirbt an,warb an,,angeworben,,würbe an,,wirb an,,,werbt an,,haben,,,,,,,recruter
2343,antreffen,treffe an,,triffst an,,trifft an,traf an,,angetroffen,,träfe an,,triff an,,,trefft an,,haben,,,,,,,rencontre
2344,auswechseln,wechsle aus,wechsele aus,wechselst aus,,wechselt aus,wechselte aus,,ausgewechselt,,wechselte aus,,wechsel aus,wechsle aus,,wechselt aus,,haben,,,,,,,remplacer
2345,anpacken,packe an,,packst an,,packt an,packte an,,angepackt,,packte an,,pack an,packe an,,packt an,,haben,,,,,,,tacle
2346,versteigern,versteigere,,versteigerst,,versteigert,versteigerte,,versteigert,,versteigerte,,versteigere,,,versteigert,,haben,,,,,,,enchères
2347,türmen,türme,,türmst,,türmt,türmte,,getürmt,,türmte,,türm,türme,,türmt,,sein,,,,,,,entasser
2348,verschwören,verschwöre,,verschwörst,,verschwört,verschwor,verschwur,verschworen,,verschwor,,verschwör,verschwöre,,verschwört,,haben,,,,,,,conspirer
2349,importieren,importiere,,importierst,,importiert,importierte,,importiert,,importierte,,importiere,importier,,importiert,,haben,,,,,,,importer
2350,abschrecken,schrecke ab,,schreckst ab,,schreckt ab,schreckte ab,,abgeschreckt,,schreckte ab,,schreck ab,,,schreckt ab,,haben,,,,,,,effrayer
2351,häuten,häute,,häutest,,häutet,häutete,,gehäutet,,häutete,,häut,häute,,häutet,,haben,,,,,,,peau
2352,schnupfen,schnupfe,,schnupfst,,schnupft,schnupfte,,geschnupft,,schnupfte,,schnupf,,,schnupft,,haben,,,,,,,renifle
2353,begünstigen,begünstige,,begünstigst,,begünstigt,begünstigte,,begünstigt,,begünstigte,,begünstige,,,begünstigt,,haben,,,,,,,service
2354,schlitzen,schlitze,,schlitzt,,schlitzt,schlitzte,,geschlitzt,,schlitzte,,schlitz,schlitze,,schlitzt,,haben,,,,,,,fente
2355,aufsammeln,sammle auf,sammele auf,sammelst auf,,sammelt auf,sammelte auf,,aufgesammelt,,sammelte auf,,sammle auf,,,sammelt auf,,haben,,,,,,,collecter
2356,gackern,gackere,,gackerst,,gackert,gackerte,,gegackert,,gackerte,,gackere,,,gackert,,haben,,,,,,,caqueter
2357,meditieren,meditiere,,meditierst,,meditiert,meditierte,,meditiert,,meditierte,,meditier,meditiere,,meditiert,,haben,,,,,,,méditer
2358,kaputtmachen,mache kaputt,,machst kaputt,,macht kaputt,machte kaputt,,kaputtgemacht,,machte kaputt,,mach kaputt,mache kaputt,,macht kaputt,,haben,,,,,,,casser quelque chose
2359,beleuchten,beleuchte,,beleuchtest,,beleuchtet,beleuchtete,,beleuchtet,,beleuchtete,,beleuchte,,,beleuchtet,,haben,,,,,,,éclairer
2360,gurken,gurke,,gurkst,,gurkt,gurkte,,gegurkt,,gurkte,,gurk,gurke,,gurkt,,sein,,,,,,,concombres
2361,zuziehen,ziehe zu,,ziehst zu,,zieht zu,zog zu,,zugezogen,,zöge zu,,zieh zu,ziehe zu,,zieht zu,,haben,sein,,,,,,tirer
2362,abtauchen,tauche ab,,tauchst ab,,taucht ab,tauchte ab,,abgetaucht,,tauchte  ab,,tauch ab,tauche ab,,taucht ab,,sein,,"US Navy 090822-N-2911P-005 The Ohio-class guided-missile submarine USS Georgia (SSGN 729) begins to submerge after a port visit to Naples, Italy.jpg|220px|1|die USS Georgia beginnt ''abzutauchen''",,,,,submerger
2363,schachteln,schachtle,schachtele,schachtelst,,schachtelt,schachtelte,,geschachtelt,,schachtelte,,schachtle,schachtele,,schachtelt,,haben,,,,,,,nid
2364,integrieren,integriere,,integrierst,,integriert,integrierte,,integriert,,integrierte,,integriere,integrier,,integriert,,haben,,,,,,,intégrer
2365,entwenden,entwende,,entwendest,,entwendet,entwendete,,entwendet,,entwendete,,entwende,,,entwendet,,haben,,,,,,,voler
2366,schänden,schände,,schändest,,schändet,schändete,,geschändet,,schändete,,schände,,,schändet,,haben,,,,,,,profaner
2367,wegblasen,blase weg,,bläst weg,,bläst weg,blies weg,,weggeblasen,,bliese weg,,blas weg,blase weg,,blast weg,,haben,,,,,,,souffler
2368,entfalten,entfalte,,entfaltest,,entfaltet,entfaltete,,entfaltet,,entfaltete,,entfalt,entfalte,,entfaltet,,haben,,,,,,,se dérouler
2369,kreieren,kreiere,,kreierst,,kreiert,kreierte,,kreiert,,kreierte,,kreiere,kreier,,kreiert,,haben,,,,,,,créer
2370,zollen,zolle,,zollst,,zollt,zollte,,gezollt,,zollte,,zolle,,,zollt,,haben,,,,,,,payer
2371,geleiten,geleite,,geleitest,,geleitet,geleitete,,geleitet,,geleitete,,geleite,geleit,,geleitet,,haben,,,,,,,escorte
2372,unterkommen,komme unter,,kommst unter,,kommt unter,kam unter,,untergekommen,,käme unter,,komm unter,komme unter,,kommt unter,,sein,,,,,,,accommoder
2373,dichtmachen,mache dicht,,machst dicht,,macht dicht,machte dicht,,dichtgemacht,,machte dicht,,mach dicht,mache dicht,,macht dicht,,haben,,,,,,,fermer
2374,kribbeln,kribble,,kribbelst,,kribbelt,kribbelte,,gekribbelt,,kribbelte,,kribble,,,kribbelt,,haben,sein,,,,,,picotement
2375,umschreiben,umschreibe,,umschreibst,,umschreibt,umschrieb,,umschrieben,,umschriebe,,umschreibe,,,umschreibt,,haben,,,,,,,récrire
2376,ausfragen,frage aus,,fragst aus,,fragt aus,fragte aus,,ausgefragt,,fragte aus,,frag aus,frage aus,,fragt aus,,haben,,,,,,,question
2377,ochsen,ochse,,ochst,,ochst,ochste,,geochst,,ochste,,ochs,ochse,,ochst,,haben,,,,,,,bœufs
2378,schlürfen,schlürfe,,schlürfst,,schlürft,schlürfte,,geschlürft,,schlürfte,,schlürfe,schlürf,,schlürft,,haben,,,,,,,siroter
2379,amputieren,amputiere,,amputierst,,amputiert,amputierte,,amputiert,,amputierte,,amputiere,amputier,,amputiert,,haben,,,,,,,amputer
2380,abwechseln,wechsel ab,wechsle ab,wechselst ab,,wechselt ab,wechselte ab,,abgewechselt,,wechselte ab,,wechsel ab,,,wechselt ab,,haben,,,,,,,alterner
2381,anbinden,binde an,,bindest an,,bindet an,band an,,angebunden,,bände an,,bind an,binde an,,bindet an,,haben,,,Schwarz-roter Kurzhaardackel leicht übergewichtig August 2012.JPG|thumb|1|dieser [[Hund]] ist ''angebunden'' worden,CENTRAL EXPRESSWAY LEADING SOUTH INTO TOWN. (FROM THE DOCUMERICA-1 EXHIBITION. FOR OTHER IMAGES IN THIS ASSIGNMENT... - NARA - 553016.tif|thumb|2a|[[viel|Viele]] [[Brücke]]n ''binden'' die [[Innenstadt]] von [[Dallas]] an die [[Umgebung]] ''an'',IDE CABLE.JPG|thumb|2b|an einen [[Computer]] ''anbinden'',,connecter
2382,eindämmen,dämme ein,,dämmst ein,,dämmt ein,dämmte ein,,eingedämmt,,dämmte ein,,dämm ein,dämme ein,,dämmt ein,,haben,,,,,,,contenir
2383,tönen,töne,,tönst,,tönt,tönte,,getönt,,tönte,,tön,töne,,tönt,tönet,haben,,,,,,,son
2384,löchern,löchere,,löcherst,,löchert,löcherte,,gelöchert,,löcherte,,löcher,löchere,,löchert,,haben,,,,,,,des trous
2385,würzen,würze,,würzt,,würzt,würzte,,gewürzt,,würzte,,würze,,,würzt,,haben,,,,,,,pimenter
2386,ausschlagen,schlage aus,,schlägst aus,,schlägt aus,schlug aus,,ausgeschlagen,,schlüge aus,,schlag aus,,,schlagt aus,,haben,sein,HorseKick.jpg|250px|1|ein Pferd ''schlägt'' mit den Hinterhufen ''aus'',,,,,Assommer
2387,versüßen,versüße,,versüßt,,versüßt,versüßte,,versüßt,,versüßte,,versüß,versüße,,versüßt,,haben,,,,,,,sucrer
2388,weitersuchen,suche weiter,,suchst weiter,,sucht weiter,suchte weiter,,weitergesucht,,suchte weiter,,such weiter,suche weiter,,sucht weiter,,haben,,,,,,,continue de regarder
2389,unterlassen,unterlasse,,unterlässt,,unterlässt,unterließ,,unterlassen,,unterließe,,unterlass,,,unterlasst,,haben,,,,,,,se retenir de
2390,aufbrauchen,brauche auf,,brauchst auf,,braucht auf,brauchte auf,,aufgebraucht,,brauchte auf,,brauche auf,,,braucht auf,,haben,,,,,,,épuiser
2391,reflektieren,reflektiere,,reflektierst,,reflektiert,reflektierte,,reflektiert,,reflektierte,,reflektiere,reflektier,,reflektiert,,haben,,,,,,,refléter
2392,grollen,grolle,,grollst,,grollt,grollte,,gegrollt,,grollte,,groll,grolle,,grollt,,haben,,,,,,,gronder
2393,jucken,jucke,,juckst,,juckt,juckte,,gejuckt,,juckte,,juck,jucke,,juckt,,haben,,,,,,,démanger
2394,kurven,kurve,,kurvst,,kurvt,kurvte,,gekurvt,,kurvte,,kurv,kurve,,kurvt,,sein,haben,,,,,,courbes
2395,zerfleischen,zerfleische,,zerfleischst,zerfleischt,zerfleischt,zerfleischte,,zerfleischt,,zerfleischte,,zerfleisch,zerfleische,,zerfleischt,,haben,,,,,,,mutiler
2396,booten,boote,,bootest,,bootet,bootete,,gebootet,,bootete,,boot,boote,,bootet,,haben,,,,,,,botte
2397,mitgeben,gebe mit,,gibst mit,,gibt mit,gab mit,,mitgegeben,,gäbe mit,,gib mit,,,gebt mit,,haben,,,,,,,céder
2398,einfädeln,fädele ein,fädle ein,fädelst ein,,fädelt ein,fädelte ein,,eingefädelt,,fädelte ein,,fädele ein,fädle ein,,fädelt ein,,haben,,,Needle &amp; Thread..jpg|thumb|1|einen [[Faden]] durch eine [[Nadelöhr]] ''einfädeln'',,,,fil
2399,ausbluten,blute aus,,blutest aus,,blutet aus,blutete aus,,ausgeblutet,,blutete aus,,blute aus,,,blutet aus,,haben,sein,,,,,,saigner
2400,erhitzen,erhitze,,erhitzt,,erhitzt,erhitzte,,erhitzt,,erhitzte,,erhitz,erhitze,,erhitzt,,haben,,,,,,,chaleur
2401,etablieren,etabliere,,etablierst,,etabliert,etablierte,,etabliert,,etablierte,,etablier,etabliere,,etabliert,,haben,,,,,,,établir
2402,touren,toure,,tourst,,tourt,tourte,,getourt,,tourte,,toure,,,tourt,,haben,sein,,,,,,tournée
2403,einstehen,stehe ein,,stehst ein,,steht ein,stand ein,,eingestanden,,stünde ein,,stehe ein,,,steht ein,,haben,sein,,,,,,se lever
2404,symbolisieren,symbolisiere,,symbolisierst,,symbolisiert,symbolisierte,,symbolisiert,,symbolisierte,,symbolisier,symbolisiere,,symbolisiert,,haben,,,,,,,symboliser
2405,befehligen,befehlige,,befehligst,,befehligt,befehligte,,befehligt,,befehligte,,befehlig,befehlige,,befehligt,,haben,,,,,,,commande
2406,deponieren,deponiere,,deponierst,,deponiert,deponierte,,deponiert,,deponierte,,deponiere,deponier,,deponiert,,haben,,,,,,,dépôt
2407,fohlen,—,,—,,fohlt,fohlte,,gefohlt,,fohlte,,—,,,—,,haben,,,,,,,poulain
2408,eskalieren,eskaliere,,eskalierst,,eskaliert,eskalierte,,eskaliert,,eskalierte,,eskaliere,eskalier,,eskaliert,,haben,sein,,,,,,intensifier
2409,belagern,belagere,,belagerst,,belagert,belagerte,,belagert,,belagerte,,belager,belagere,,belagert,,haben,,Belagerung von Güns.png|mini|1|Güns wurde 1532 von den Osmanen ''belagert'',,,,,assiéger
2410,expandieren,expandiere,,expandierst,,expandiert,expandierte,,expandiert,,expandierte,,expandier,expandiere,,expandiert,,haben,sein,,,,,,développer
2411,regenerieren,regeneriere,,regenerierst,,regeneriert,regenerierte,,regeneriert,,regenerierte,,regeneriere,regenerier,,regeneriert,,haben,,,,,,,régénérer
2412,rocken,rocke,,rockst,,rockt,rockte,,gerockt,,rockte,,rocke,,,rockt,,haben,,,,,,,rocher
2413,verfüttern,verfüttere,,verfütterst,,verfüttert,verfütterte,,verfüttert,,verfütterte,,verfütter,verfüttere,,verfüttert,,haben,,,,,,,alimentation
2414,recherchieren,recherchiere,,recherchierst,,recherchiert,recherchierte,,recherchiert,,recherchierte,,recherchiere,recherchier,,recherchiert,,haben,,,,,,,recherche
2415,begutachten,begutachte,,begutachtest,,begutachtet,begutachtete,,begutachtet,,begutachtete,,begutachte,begutacht,,begutachtet,,haben,,,,,,,examiner
2416,vernaschen,vernasche,,vernaschst,,vernascht,vernaschte,,vernascht,,vernaschte,,vernasche,vernasch,,vernascht,,haben,,,,,,,dévorer
2417,hinken,hinke,,hinkst,,hinkt,hinkte,,gehinkt,,hinkte,,hink,hinke,,hinkt,,haben,,,,,,,mous
2418,stranden,strande,,strandest,,strandet,strandete,,gestrandet,,strandete,,strande,,,strandet,,sein,,,,,,,échoué
2419,bemalen,bemale,,bemalst,,bemalt,bemalte,,bemalt,,bemalte,,bemal,bemale,,bemalt,,haben,,,,,,,peinture
2420,verbiegen,verbiege,,verbiegst,,verbiegt,verbog,,verbogen,,verböge,,verbieg,verbiege,,verbiegt,,haben,,,,,,,plier
2421,vereinfachen,vereinfache,,vereinfachst,,vereinfacht,vereinfachte,,vereinfacht,,vereinfachte,,vereinfach,vereinfache,,vereinfacht,,haben,,,,,,,simplifier
2422,knüpfen,knüpfe,,knüpfst,,knüpft,knüpfte,,geknüpft,,knüpfte,,knüpfe,,,knüpft,,haben,,"Carpet weavers, near Jaipur, India.jpg|thumb|1|einen [[Teppich]] ''knüpfen''",,,,,cravate
2423,klimpern,klimpere,,klimperst,,klimpert,klimperte,,geklimpert,,klimperte,,klimpere,,,klimpert,,haben,,,,,,,gratter
2424,futtern,futtere,,futterst,,futtert,futterte,,gefuttert,,futterte,,futtere,,,futtert,,haben,,,,,,,alimentation
2425,mithelfen,helfe mit,,hilfst mit,,hilft mit,half mit,,mitgeholfen,,hülfe mit,,hilf mit,,,helft mit,,haben,,,,,,,aider
2426,bereichern,bereichere,,bereicherst,,bereichert,bereicherte,,bereichert,,bereicherte,,bereichere,,,bereichert,,haben,,,,,,,enrichir
2427,delegieren,delegiere,,delegierst,,delegiert,delegierte,,delegiert,,delegierte,,delegiere,delegier,,delegiert,,haben,,,,,,,déléguer
2428,verhöhnen,verhöhne,,verhöhnst,,verhöhnt,verhöhnte,,verhöhnt,,verhöhnte,,verhöhne,,,verhöhnt,,haben,,,,,,,se moquer
2429,aufdrängen,dränge auf,,drängst auf,,drängt auf,drängte auf,,aufgedrängt,,drängte auf,,dränge auf,,,drängt auf,,haben,,,,,,,imposer
2430,bowlen,bowle,,bowlst,,bowlt,bowlte,,gebowlt,,bowlte,,bowl,,,bowlt,,haben,,"Bowlerbowling.JPG|200px|1|Mann, der ''bowlt''",,,,,bowling
2431,prallen,pralle,,prallst,,prallt,prallte,,geprallt,,prallte,,prall,,,prallt,,sein,haben,,,,,,rebond
2432,bewerfen,bewerfe,,bewirfst,,bewirft,bewarf,,beworfen,,bewürfe,,bewirf,,,bewerft,,haben,,,,,,,jeter sur
2433,kennzeichnen,kennzeichne,,kennzeichnest,,kennzeichnet,kennzeichnete,,gekennzeichnet,,kennzeichnete,,kennzeichne,,,kennzeichnet,,haben,,,,,,,marque
2434,kränken,kränke,,kränkst,,kränkt,kränkte,,gekränkt,,kränkte,,kränk,kränke,,kränkt,,haben,,,,,,,offenser
2435,festmachen,mache fest,,machst fest,,macht fest,machte fest,,festgemacht,,machte fest,,mach fest,mache fest,,macht fest,,haben,,,,,,,boucler
2436,heuern,heuere,,heuerst,,heuert,heuerte,,geheuert,,heuerte,,heuer,heuere,,heuert,,haben,,,,,,,embaucher
2437,weiterreden,rede weiter,,redest weiter,,redet weiter,redete weiter,,weitergeredet,,redete weiter,,red weiter,rede weiter,,redet weiter,,haben,,,,,,,continuer de parler
2438,umbauen,baue um,,baust um,,baut um,baute um,,umgebaut,,baute um,,baue um,,,baut um,,haben,,,,,,,reconstruire
2439,wichsen,wichse,,wichst,,wichst,wichste,,gewichst,,wichste,,wichse,,,wichst,,haben,,,,,,,se branler
2440,dichten,dichte,,dichtest,,dichtet,dichtete,,gedichtet,,dichtete,,dichte,,,dichtet,,haben,,,,,,,joint
2441,knirschen,knirsche,,knirschst,,knirscht,knirschte,,geknirscht,,knirschte,,knirsche,,,knirscht,,haben,,,,,,,croquer
2442,gabeln,gable,gabele,gabelst,,gabelt,gabelte,,gegabelt,,gabelte,,gable,gabele,,gabelt,,haben,,Haying.jpg|thumb|2|hier wird Heu ''gegabelt'',,,,,fourchettes
2443,verladen,verlade,,verlädst,,verlädt,verlud,,verladen,,verlüde,,verlad,verlade,,verladet,,haben,,,,,,,chargé
2444,mindern,mindere,,minderst,,mindert,minderte,,gemindert,,minderte,,mindere,,,mindert,,haben,,,,,,,réduire
2445,mähen,mähe,,mähst,,mäht,mähte,,gemäht,,mähte,,mähe,mäh,,mäht,,haben,,,,,,,fauchage
2446,pochen,poche,,pochst,,pocht,pochte,,gepocht,,pochte,,poche,poch,,pocht,,haben,,,,,,,palpiter
2447,rebellieren,rebelliere,,rebellierst,,rebelliert,rebellierte,,rebelliert,,rebellierte,,rebelliere,rebellier,,rebelliert,,haben,,,,,,,se rebeller
2448,verbarrikadieren,verbarrikadiere,,verbarrikadierst,,verbarrikadiert,verbarrikadierte,,verbarrikadiert,,verbarrikadierte,,verbarrikadier,verbarrikadiere,,verbarrikadiert,,haben,,,,,,,barricade
2449,abfüllen,fülle ab,füll ab,füllst ab,,füllt ab,füllte ab,,abgefüllt,,füllte ab,,füll ab,fülle ab,,füllt ab,,haben,,,,,,,embouteillage
2450,verstauchen,verstauche,,verstauchst,,verstaucht,verstauchte,,verstaucht,,verstauchte,,verstauch,verstauche,,verstaucht,,haben,,,,,,,entorse
2451,triumphieren,triumphiere,,triumphierst,,triumphiert,triumphierte,,triumphiert,,triumphierte,,triumphier,triumphiere,,triumphiert,,haben,,,20170218 Kerni 11.jpg|mini|2|das Team Hirscher ''triumphiert'' 2017 in St. Moritz,,,,triomphe
2452,trügen,trüge,,trügst,,trügt,trog,,getrogen,,tröge,,trüg,trüge,,trügt,,haben,,,,,,,tromper
2453,totlachen,lache tot,,lachst tot,,lacht tot,lachte tot,,totgelacht,,lachte tot,,lach tot,lache tot,,lacht tot,,haben,,,,,,,rire à mort
2454,festsetzen,setze fest,,setzt fest,,setzt fest,setzte fest,,festgesetzt,,setzte fest,,setz fest,setze fest,,setzt fest,,haben,,,,,,,réparer
2455,einschläfern,schläfere ein,,schläferst ein,,schläfert ein,schläferte ein,,eingeschläfert,,schläferte ein,,schläfer ein,schläfere ein,,schläfert ein,,haben,,,,,,,Mettre au lit
2456,einfordern,fordere ein,,forderst ein,,fordert ein,forderte ein,,eingefordert,,forderte ein,,forder ein,fordere ein,,fordert ein,,haben,,,,,,,demande
2457,verlagern,verlagere,,verlagerst,,verlagert,verlagerte,,verlagert,,verlagerte,,verlagere,,,verlagert,,haben,,,,,,,déménager
2458,veralten,veralte,,veraltest,,veraltet,veraltete,,veraltet,,veraltete,,veralte,,,veraltet,,sein,,,,,,,obsolescence
2459,fortschreiten,schreite fort,,schreitest fort,,schreitet fort,schritt fort,,fortgeschritten,,schritte fort,,schreite fort,,,schreitet fort,,sein,,,,,,,progrès
2460,dealen,deale,,dealst,,dealt,dealte,,gedealt,,dealte,,deale,deal,,dealt,,haben,,,,,,,accord
2461,tendieren,tendiere,,tendierst,,tendiert,tendierte,,tendiert,,tendierte,,tendiere,tendier,,tendiert,,haben,,,,,,,tendre
2462,versklaven,versklave,,versklavst,,versklavt,versklavte,,versklavt,,versklavte,,versklave,,,versklavt,,haben,,,,,,,asservir
2463,beaufsichtigen,beaufsichtige,,beaufsichtigst,,beaufsichtigt,beaufsichtigte,,beaufsichtigt,,beaufsichtigte,,beaufsichtig,beaufsichtige,,beaufsichtigt,,haben,,,,,,,superviser
2464,überschwemmen,überschwemme,,überschwemmst,,überschwemmt,überschwemmte,,überschwemmt,,überschwemmte,,überschwemme,,,überschwemmt,,haben,,,Bratislavaminorflood.jpg|thumb|1|Das [[Hochwasser]] der [[Donau]] ''überschwemmt'' bereits den [[Uferweg]].,"Bern 2005, das Hochwasser (Altenberg Quartier).jpg|thumb|1|Ein über die [[Ufer]] [[treten|getretener]] [[Fluß]] ''überschwemmt'' in [[Bern]] [[Haus|Häuser]].",,,inondation
2465,quaken,quake,,quakst,,quakt,quakte,,gequakt,,quakte,,quake,quak,,quakt,,haben,,,,,,,crever
2466,fechten,fechte,,fichtst,,ficht,focht,,gefochten,,föchte,,ficht,,,fechtet,,haben,,,Mensur - Dorpat 1820er Jahre.jpg|thumb|1|''fechten'',Le Pechoux v Meinhardt Master de fleuret 2014 t210013.jpg|thumb|1|[[zwei|Zwei]] [[Wettkämpfer]] ''fechten'' auf der [[Planche]].,,,escrime
2467,zappeln,zappele,,zappelst,,zappelt,zappelte,,gezappelt,,zappelte,,zappele,zappel,,zappelt,,haben,,,,,,,agité
2468,schärfen,schärfe,,schärfst,,schärft,schärfte,,geschärft,,schärfte,,schärfe,schärf,,schärft,,haben,,,Sharpening Angle Guide.jpeg |thumb|1b|''schärfen'' eines [[Messer]]s auf einem [[Schleifstein]],Oficios - Trades.jpg|thumb|1b|eine [[Axt]] ''schärfen'',,,aiguiser
2469,genesen,genese,,genest,,genest,genas,,genesen,,genäse,,genese,,,genest,,sein,,,,,,,récupérer
2470,statuieren,statuiere,,statuierst,,statuiert,statuierte,,statuiert,,statuierte,,statuiere,statuier,,statuiert,,haben,,,,,,,statistique
2471,schwirren,schwirre,,schwirrst,,schwirrt,schwirrte,,geschwirrt,,schwirrte,,schwirr,schwirre,,schwirrt,,sein,,,,,,,bourdonner
